ID;sexo;edad;ocupa;reli;sexismo1;sexismo2;sexismo3;sexismo4;conogay;conoles;amigay;amiles;afe1gay;afe2gay;afe3gay;afe4gay;afe1les;afe2les;afe3les;afe4les;homo1gay;homo2gay;homo3gay;homo4gay;homo5gay;homo6gay;homo7gay;homo1les;homo2les;homo3les;homo4les;homo5les;homo6les;homo7les;int1gay;int2gay;int3gay;int4gay;int1les;int2les;int3les;int4les;DD01_01;DD01_02;DD02_01;DD02_02
107;0;23;1;2;1;1;1;1;6;5;7;3;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;3;4;4;5;5;5;5
110;1;23;3;2;1;1;1;1;5;3;4;3;5;5;3;5;5;5;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
139;0;23;1;4;1;2;1;1;0;0;0;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
208;0;23;1;1;3;2;2;2;4;7;1;4;5;5;5;4;5;5;5;5;1;1;2;2;2;3;2;2;1;3;3;3;3;1;3;3;3;4;3;3;3;4;4;4;5;5
314;1;23;1;1;1;1;1;1;4;1;0;0;5;5;5;5;5;5;5;5;1;1;1;1;2;3;1;1;1;1;1;3;3;1;4;4;4;4;4;4;5;4;5;5;5;5
318;1;23;1;2;1;4;2;1;4;3;1;3;5;4;5;5;5;5;5;5;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
339;0;23;1;1;3;3;1;1;5;2;2;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;3;1;1;1;5;4;4;4;4;4;4;4;4;5;5;5;5
345;0;23;3;4;3;3;3;4;5;2;3;1;5;5;5;5;5;5;5;5;1;1;2;3;2;3;3;1;1;3;4;1;1;1;4;4;4;3;4;4;4;4;5;5;5;5
351;1;23;3;4;3;2;2;3;0;0;4;4;5;5;5;5;5;5;5;5;1;1;1;3;1;1;1;1;5;1;3;3;1;1;5;5;5;5;5;5;5;5;5;5;5;5
371;1;23;1;1;1;4;1;1;3;4;2;2;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
381;0;23;2;1;1;1;1;1;0;0;4;3;5;5;5;5;5;5;5;5;1;1;3;1;3;1;1;1;1;3;1;3;1;1;5;5;5;5;5;5;5;5;5;5;5;5
404;0;23;1;5;1;2;1;1;1;4;0;3;5;5;3;4;5;5;3;4;1;1;4;4;2;3;3;1;1;3;2;2;3;1;4;3;5;5;3;4;4;4;5;5;5;5
444;1;23;1;6;2;2;2;2;4;2;2;3;5;5;5;5;4;5;5;5;2;1;2;3;4;2;4;3;1;4;2;3;2;4;5;5;5;5;5;5;5;5;4;5;5;5
499;1;23;1;2;3;1;1;1;8;5;4;3;5;5;5;5;5;5;5;5;1;1;5;2;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
513;1;23;1;5;1;2;1;1;3;2;2;2;5;5;4;4;5;4;4;3;1;1;1;3;1;1;1;1;1;1;3;1;1;1;3;4;3;3;3;4;3;3;5;5;5;5
520;1;23;1;4;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
539;1;23;1;1;1;2;1;1;0;0;0;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;5;5;5;5;5;5;5;5;5;5;5
541;1;23;1;3;3;4;1;1;7;2;2;3;5;4;4;4;5;5;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
547;1;23;1;5;2;4;1;2;3;3;0;3;5;5;5;2;5;5;5;4;3;1;3;5;4;1;4;3;1;3;5;3;1;3;4;4;4;4;3;3;3;3;4;5;5;5
561;1;23;3;4;3;3;2;2;0;2;6;5;5;5;5;5;5;5;5;5;2;1;2;1;1;1;1;2;1;2;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
568;1;23;1;2;1;4;1;1;2;3;3;4;5;5;5;5;5;5;5;5;3;1;1;1;1;3;1;2;1;1;1;1;3;1;5;5;5;5;5;5;5;5;5;5;5;5
574;1;23;1;3;5;5;5;3;7;5;7;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;4;4;4;4;5;5;5;5
605;1;23;1;1;1;1;1;5;5;1;1;1;5;5;5;5;5;5;5;5;1;1;4;4;1;1;1;1;1;1;1;1;1;1;4;4;4;5;4;4;5;5;5;5;5;5
617;1;23;1;6;1;3;1;1;0;0;4;4;5;5;5;5;5;5;5;5;1;1;2;1;1;1;1;1;1;1;2;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
624;0;23;3;2;1;1;1;2;6;2;2;0;5;5;5;5;5;5;4;5;1;1;1;1;1;1;1;1;1;2;1;1;1;1;4;4;5;5;4;4;5;5;5;5;5;5
650;0;23;1;1;1;1;1;1;5;3;2;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
658;1;23;1;3;2;3;4;2;5;6;4;3;5;5;5;5;5;5;5;5;4;1;4;4;4;1;4;4;1;4;2;4;1;4;5;5;5;5;4;4;4;4;5;5;5;5
780;1;23;3;1;1;1;1;2;0;0;0;0;5;5;5;5;5;5;5;5;3;1;3;3;3;3;3;3;1;3;4;3;3;3;4;3;4;4;4;3;4;4;5;5;5;5
800;0;23;1;4;1;3;2;3;0;3;0;4;5;5;4;4;5;5;5;5;1;1;3;2;1;1;2;3;1;4;2;2;1;1;4;4;4;3;4;4;4;3;5;5;5;5
886;1;23;1;1;1;1;1;1;5;3;0;2;5;5;5;5;5;5;5;5;1;1;1;1;1;3;1;1;1;1;1;1;3;1;5;5;5;5;5;5;5;5;5;5;5;5
929;0;23;1;1;3;5;4;3;3;1;1;0;5;5;5;5;5;5;5;3;2;1;3;2;1;1;3;2;1;3;3;3;1;1;3;3;3;3;3;3;3;3;5;5;5;3
294;1;22;1;2;1;2;1;1;2;1;1;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
42;1;22;1;3;2;4;2;4;3;1;3;1;5;5;5;5;5;5;4;5;2;1;4;2;2;1;2;4;1;5;2;4;2;2;5;5;5;5;5;5;5;5;5;5;5;5
73;1;22;3;2;3;3;2;2;0;0;8;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;5;2;1;1;1;1;4;4;5;5;4;4;5;5;5;5;5;5
111;1;22;4;1;1;1;1;1;5;2;2;1;5;5;5;5;5;5;5;5;1;1;1;1;1;3;1;1;1;1;1;1;3;1;4;3;4;3;4;3;4;3;5;5;5;5
112;1;22;1;3;1;1;1;1;8;5;5;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
121;1;22;1;2;2;4;2;1;3;2;1;1;5;5;5;5;5;5;5;5;1;1;2;1;2;3;1;1;1;2;1;1;3;2;4;4;4;4;4;5;4;4;5;5;5;5
150;1;22;1;3;1;3;2;2;2;1;2;0;5;5;5;5;5;5;5;5;1;1;2;2;2;3;2;3;1;2;2;2;3;2;5;5;5;5;5;5;5;5;5;4;5;5
193;1;22;1;6;2;4;3;2;4;0;3;0;5;5;4;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;3;4;1;1;5;5
211;1;22;1;2;2;2;2;2;0;4;5;3;5;5;5;5;5;5;5;5;3;1;3;1;1;3;2;3;1;3;1;1;3;1;4;4;4;4;5;5;5;5;5;5;5;5
213;1;22;1;4;1;1;1;1;5;6;6;6;5;5;5;5;5;5;5;5;1;1;1;1;1;3;1;1;1;1;1;1;3;1;5;5;5;5;5;5;5;5;5;5;5;5
242;0;22;1;2;1;1;1;1;0;0;5;2;5;5;5;5;5;5;5;5;1;1;1;1;2;2;1;1;1;1;1;2;2;1;5;5;5;5;5;5;5;5;5;5;5;5
252;1;22;1;7;1;3;2;1;0;5;0;1;5;5;5;5;5;5;5;5;1;1;2;3;2;3;2;1;1;1;2;2;3;2;4;4;4;3;4;3;4;3;4;4;5;5
271;0;22;1;1;1;1;1;1;5;0;3;4;5;5;5;5;5;5;5;5;4;1;1;1;1;1;1;4;1;1;1;1;1;1;3;4;3;4;3;4;3;4;5;5;5;5
313;1;22;1;5;2;4;2;5;3;1;2;2;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
374;1;22;1;3;2;2;2;2;5;2;4;2;5;5;5;5;5;5;5;5;1;1;1;1;2;1;1;1;1;1;1;2;1;1;5;5;5;5;5;5;5;5;5;5;5;5
394;1;22;1;5;1;2;1;1;5;5;4;3;5;5;5;5;5;5;5;5;1;1;1;1;1;2;1;1;1;1;1;1;2;1;5;5;5;5;5;5;5;5;5;5;5;5
421;0;22;1;2;1;1;1;1;5;0;2;0;5;5;3;3;5;5;3;4;1;1;2;1;1;3;1;1;1;2;1;1;3;1;3;3;3;3;3;3;3;3;5;5;5;5
428;1;22;1;2;1;4;1;1;6;5;2;3;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;2;1;1;1;1;5;4;5;4;5;4;5;4;5;5;5;5
443;1;22;1;1;1;1;1;1;0;0;1;2;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
469;1;22;1;1;1;1;1;1;5;1;2;0;5;5;4;5;5;5;4;5;2;1;2;1;1;2;1;2;1;1;1;2;1;1;4;5;5;4;4;5;4;4;5;5;5;5
531;1;22;3;4;2;3;1;1;3;3;3;2;5;5;5;5;5;5;5;4;1;5;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
532;1;22;1;3;3;4;1;3;5;3;3;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
544;1;22;1;5;3;5;2;3;2;1;0;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;2;2;2;3;5;3;5;5
586;1;22;1;1;1;1;1;1;5;5;3;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
602;1;22;1;5;1;1;2;1;2;1;1;0;5;5;5;4;4;5;4;3;1;1;4;1;1;4;1;1;5;1;1;1;4;1;4;3;3;3;3;3;3;3;5;5;5;5
639;0;22;1;1;3;3;2;1;0;1;0;1;5;5;3;4;5;5;5;5;2;1;2;1;1;2;1;2;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
666;1;22;1;1;1;3;1;1;3;3;2;2;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;3;5;5
687;0;22;1;1;1;1;1;1;0;0;5;4;5;5;5;5;5;5;5;5;1;1;1;1;3;3;1;2;1;1;1;3;3;1;5;5;5;5;5;5;5;5;5;5;5;5
758;1;22;1;4;1;2;1;1;0;1;5;0;5;5;5;5;5;5;3;3;5;1;5;5;5;1;5;5;1;5;5;5;1;5;5;5;5;5;4;4;4;4;5;5;5;5
767;1;22;1;1;1;1;1;1;0;3;5;2;5;5;3;5;5;5;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
884;1;22;1;4;1;4;1;1;2;4;0;2;5;5;5;5;1;1;1;1;3;1;3;3;2;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;4;3;5;5
186;1;21;1;4;1;3;1;1;5;2;2;1;5;5;5;5;5;5;5;5;1;1;2;1;1;2;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
493;1;21;1;5;1;3;1;3;3;2;0;2;5;5;5;5;5;5;5;5;1;2;4;3;3;1;4;3;1;1;3;3;2;3;5;5;5;5;5;5;5;5;4;4;5;5
515;1;21;1;4;1;4;2;1;1;0;1;0;5;5;5;5;5;5;5;5;1;2;1;1;1;1;1;1;2;1;1;1;1;1;4;4;4;4;5;5;5;5;5;3;5;5
53;1;21;1;2;1;3;1;1;2;3;2;2;5;5;4;4;5;5;3;3;2;1;1;1;1;4;1;1;1;1;1;1;4;1;4;4;4;4;4;4;4;4;5;5;5;5
56;1;21;1;1;1;4;1;3;1;0;0;0;5;5;5;5;4;5;5;5;2;1;1;1;1;1;1;1;1;3;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
85;1;21;1;5;4;4;3;3;3;4;2;3;5;5;5;5;4;5;5;5;3;1;4;2;2;1;1;2;1;3;2;2;2;2;4;4;5;5;4;4;4;5;5;5;5;5
88;1;21;1;3;1;3;1;1;0;3;1;0;5;5;3;4;5;5;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
91;0;21;1;1;2;3;3;4;1;0;0;0;5;5;3;3;3;3;3;3;3;1;4;2;4;5;4;3;1;4;4;4;5;4;3;3;3;3;3;3;3;3;5;5;5;5
113;1;21;1;6;4;3;2;4;0;1;5;1;5;4;4;4;2;4;1;2;4;2;3;2;4;4;2;2;2;2;2;4;5;4;5;3;5;4;2;3;3;3;4;4;4;2
134;1;21;1;7;4;4;3;5;2;2;0;1;5;5;5;5;5;5;5;5;1;1;4;1;3;1;3;1;1;3;1;3;2;3;5;4;5;5;5;5;5;5;5;5;5;5
151;1;21;1;3;2;4;1;1;2;2;1;0;5;5;5;5;5;5;5;5;1;1;4;1;2;1;1;1;1;4;1;2;1;1;5;5;5;5;5;5;5;5;5;5;5;5
155;1;21;1;5;4;4;3;2;2;1;1;0;5;5;5;5;4;5;4;4;1;1;1;1;1;3;1;1;1;4;1;2;3;1;5;5;5;5;5;5;5;4;5;5;4;5
172;1;21;1;3;1;3;1;1;0;3;0;0;5;5;5;5;4;4;4;4;4;2;5;2;5;3;3;5;1;5;3;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5
192;1;21;1;1;1;3;1;1;0;0;5;4;5;5;5;5;5;5;5;5;1;1;1;1;1;2;1;1;1;1;1;1;2;1;3;3;5;5;3;3;5;5;5;5;5;5
195;1;21;1;5;1;2;1;1;1;0;1;0;5;5;5;5;5;5;5;5;3;1;4;1;3;1;2;4;1;3;1;1;1;1;3;4;4;3;4;4;4;4;5;5;5;5
263;1;21;1;3;1;2;1;1;5;6;5;2;5;5;5;5;5;5;5;5;1;1;1;1;1;2;1;1;1;1;1;1;2;1;3;3;4;4;3;3;4;4;5;5;5;5
275;1;21;1;5;1;3;1;3;0;3;4;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;3;1;2;1;1;5;5;3;3;5;5;4;3;1;1;1;1
279;1;21;1;5;2;2;1;1;3;2;2;2;5;5;3;3;5;5;3;5;1;1;2;2;1;4;1;1;1;1;2;1;3;1;3;3;3;3;3;3;3;3;5;5;5;5
283;0;21;1;1;3;3;2;3;4;1;2;0;5;5;5;5;4;4;4;4;2;1;3;2;2;4;1;2;2;3;3;3;4;2;4;4;4;4;4;4;4;4;5;4;5;3
287;1;21;1;7;2;4;2;2;3;0;1;0;5;4;4;4;4;5;5;4;1;1;3;2;2;1;1;1;1;4;1;2;2;1;4;4;4;4;4;4;4;4;4;5;4;4
302;1;21;1;5;2;2;2;3;5;5;2;0;5;5;5;5;5;5;4;5;2;1;2;3;1;2;1;2;1;2;3;1;1;2;5;5;5;5;5;5;5;5;5;5;5;5
303;1;21;1;1;3;5;4;4;3;8;0;3;5;5;5;4;5;5;5;4;4;1;4;2;4;3;4;2;1;4;3;4;3;4;5;5;5;5;4;4;4;4;5;5;5;5
310;1;21;1;5;2;2;2;2;4;0;4;1;5;5;5;5;5;5;5;5;2;1;2;2;2;1;1;2;1;4;2;3;2;1;4;4;4;4;4;4;4;4;5;5;5;5
333;1;21;1;4;1;3;1;3;0;7;0;7;5;5;5;5;5;5;5;5;1;1;2;2;3;3;3;1;1;1;2;4;3;3;3;3;3;3;3;3;3;3;5;5;5;5
338;1;21;1;1;1;2;1;1;0;5;5;2;5;5;5;5;5;5;5;5;3;1;4;3;4;1;1;1;1;3;3;4;1;3;5;5;5;5;5;5;5;5;5;5;5;5
357;1;21;1;2;2;2;2;2;6;5;3;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
385;1;21;2;1;1;3;1;1;3;0;3;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
408;0;21;1;2;2;2;2;1;3;4;3;3;5;5;4;4;5;5;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
427;1;21;1;1;1;4;2;2;4;3;2;2;5;5;5;5;5;5;5;5;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
477;1;21;1;1;1;2;1;1;3;1;0;1;5;5;5;5;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
523;1;21;1;2;1;4;1;3;0;2;0;2;5;5;5;5;5;5;5;5;2;1;1;2;2;2;3;1;1;2;2;2;2;3;5;5;5;5;5;5;5;5;5;5;5;5
569;1;21;1;4;1;3;1;1;6;4;1;0;5;5;3;5;5;5;3;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
638;0;21;1;1;1;2;1;1;4;2;1;0;5;5;5;5;5;5;5;5;2;1;1;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;5;4;4;4;5;5;5;5
665;1;21;1;2;1;2;4;1;5;1;5;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
879;0;21;1;5;3;5;3;5;4;2;4;2;5;5;5;5;5;5;5;5;1;1;4;1;1;4;1;3;1;1;1;1;5;1;5;5;5;5;5;5;5;5;4;1;5;5
395;1;20;2;2;2;3;1;3;1;1;1;1;5;5;5;5;5;5;5;5;2;1;2;3;3;1;3;1;1;1;3;1;2;2;5;5;5;5;5;5;5;5;5;5;5;5
36;1;20;1;1;1;4;2;3;2;2;2;1;5;5;4;4;4;5;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;4;4;4;4;4;4;4;5;5;5;5
63;1;20;1;5;1;3;3;5;8;3;5;1;5;5;5;5;5;5;5;5;1;1;4;4;3;3;3;4;1;3;3;3;3;3;5;5;5;5;5;5;5;5;4;4;5;5
72;1;20;1;2;1;2;1;2;2;0;2;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
94;0;20;1;3;1;1;1;3;3;3;2;3;5;5;5;5;4;2;3;2;5;1;5;3;5;5;3;5;1;5;5;5;5;5;3;3;3;3;3;3;3;3;5;5;5;5
100;1;20;1;4;1;3;1;3;1;0;2;0;5;5;5;5;5;5;5;5;3;1;3;1;2;3;4;1;1;1;1;2;3;2;5;5;5;5;5;5;5;5;5;5;5;5
127;1;20;1;1;2;4;2;3;4;3;2;2;5;5;5;5;5;5;5;5;1;1;2;1;1;1;1;1;1;2;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
132;0;20;1;2;2;4;1;1;0;2;4;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
138;1;20;1;1;3;2;3;4;5;4;2;0;5;5;4;4;5;5;5;5;3;1;3;2;2;2;1;3;1;3;1;1;2;1;5;5;5;5;5;5;5;5;5;5;5;5
146;1;20;1;2;1;2;1;1;5;2;2;1;5;5;5;5;5;5;5;5;1;1;1;2;1;2;1;1;1;3;2;1;2;2;5;5;5;5;5;5;5;5;5;5;5;5
168;1;20;1;4;1;3;2;3;6;0;4;0;5;5;4;5;5;5;4;5;2;2;2;2;2;3;1;3;2;2;2;2;3;2;4;4;4;4;4;4;4;3;4;2;5;5
177;1;20;1;5;1;2;1;1;0;5;3;0;5;5;5;5;4;5;4;4;1;5;2;1;3;1;3;1;5;3;1;3;1;2;4;5;5;4;4;5;5;4;5;5;5;5
225;1;20;1;6;1;1;1;1;3;2;2;1;5;5;5;5;5;5;5;4;2;1;2;1;2;1;1;2;1;2;1;4;1;3;5;5;5;5;4;4;4;4;5;4;5;5
230;1;20;1;2;2;4;1;2;7;0;1;0;5;5;5;5;4;5;3;4;1;1;2;2;1;4;1;1;2;1;2;2;4;1;4;4;4;4;3;3;3;3;4;4;5;5
241;1;20;1;1;2;3;2;3;3;2;3;0;5;4;4;4;4;4;4;4;3;1;2;2;3;3;2;2;1;2;2;3;3;2;4;4;4;4;4;4;4;4;5;5;5;5
243;1;20;1;1;1;1;1;1;6;1;7;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;5;5;3;4;5;5;5;3;5;5
266;1;20;1;1;1;2;1;1;4;6;1;2;5;5;5;5;5;5;5;5;1;1;1;1;1;2;1;1;1;1;1;1;2;1;3;3;3;3;3;3;3;3;5;5;5;5
268;0;20;1;1;1;1;1;1;6;3;7;3;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
285;1;20;1;5;2;3;3;4;3;0;1;0;5;5;5;5;5;5;5;5;1;1;2;3;1;3;1;2;4;2;2;2;2;2;4;3;4;4;4;4;4;4;3;4;4;3
300;1;20;1;3;2;2;2;2;3;7;2;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;5;5;4;4;5;5;5;5;5;5
307;1;20;1;4;1;1;1;1;3;2;2;2;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
332;1;20;1;4;3;4;2;3;8;0;8;0;5;5;4;4;4;4;4;4;2;1;3;2;2;1;1;1;2;3;2;3;1;2;4;4;5;4;4;4;4;4;5;5;5;5
350;1;20;1;1;1;2;1;1;3;1;0;0;5;5;5;5;5;4;5;5;2;1;1;2;1;2;2;2;1;1;2;2;1;3;5;5;5;5;5;5;5;5;5;5;5;5
361;1;20;1;3;3;4;2;2;5;5;2;3;5;5;5;3;4;4;5;4;2;2;3;5;3;3;4;1;2;2;3;3;2;5;4;4;3;3;4;3;3;3;4;4;3;5
398;1;20;1;6;1;3;1;1;4;0;1;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;4;5;5;5;4;5;5;5;5;5;5
411;1;20;1;1;1;1;1;1;6;2;4;1;5;5;5;5;5;5;5;5;3;1;2;2;3;3;2;3;1;1;1;2;3;1;5;5;5;5;5;5;5;5;5;5;5;5
420;1;20;1;1;1;2;1;1;2;0;3;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
